Date,Area,Operation_Cost_KES,Revenue_Collection_KES,Bill_Collection_Rate
2023-07-20,Westlands,49137.52,52523.6,0.8
2023-07-20,Eastleigh,48750.49,52245.55,0.85
2023-07-20,Karen,44012.75,48200.17,0.87
2023-07-20,Kilimani,46633.63,53776.22,0.89
2023-07-20,Kibera,43964.25,46413.22,0.78
2023-07-20,South B,52115.4,58020.7,0.77
2023-07-20,Kahawa,46739.77,52584.16,0.86
2023-07-20,Parklands,56050.77,57739.31,0.85
2023-07-21,Westlands,44991.2,50037.41,0.84
2023-07-21,Eastleigh,51358.79,55385.58,0.89
2023-07-21,Karen,46426.6,48237.58,0.86
2023-07-21,Kilimani,59269.35,59631.73,0.79
2023-07-21,Kibera,51157.77,60277.64,0.87
2023-07-21,South B,46960.02,53173.73,0.88
2023-07-21,Kahawa,46599.05,53990.36,0.85
2023-07-21,Parklands,41251.51,45221.4,0.82
2023-07-22,Westlands,56524.46,57576.84,0.83
2023-07-22,Eastleigh,51286.03,64735.15,0.95
2023-07-22,Karen,49773.81,56130.13,0.88
2023-07-22,Kilimani,44937.82,49685.92,0.92
2023-07-22,Kibera,50708.07,62459.02,0.83
2023-07-22,South B,49556.74,54500.24,0.78
2023-07-22,Kahawa,55529.86,60155.85,0.86
2023-07-22,Parklands,47008.12,57215.26,0.91
2023-07-23,Westlands,50291.75,51570.54,0.89
2023-07-23,Eastleigh,55414.88,57893.29,0.84
2023-07-23,Karen,50384.24,59234.41,0.84
2023-07-23,Kilimani,54810.22,57811.72,0.8
2023-07-23,Kibera,59157.61,60322.49,0.81
2023-07-23,South B,53924.76,57726.87,0.82
2023-07-23,Kahawa,49012.39,47290.18,0.91
2023-07-23,Parklands,50879.42,53538.2,0.76
2023-07-24,Westlands,43173.22,43232.38,0.86
2023-07-24,Eastleigh,51186.21,58597.48,0.89
2023-07-24,Karen,53140.82,64032.55,0.91
2023-07-24,Kilimani,54791.97,61388.41,0.89
2023-07-24,Kibera,47946.97,52292.65,0.94
2023-07-24,South B,47214.42,50236.3,0.83
2023-07-24,Kahawa,47253.47,50788.24,0.86
2023-07-24,Parklands,51375.16,59812.05,0.96
2023-07-25,Westlands,48158.3,53009.69,0.76
2023-07-25,Eastleigh,43538.46,47696.22,0.87
2023-07-25,Karen,52456.91,60068.95,0.91
2023-07-25,Kilimani,58528.44,63747.96,0.81
2023-07-25,Kibera,53274.44,62101.94,0.86
2023-07-25,South B,49105.02,52651.84,0.85
2023-07-25,Kahawa,53450.34,56740.9,0.81
2023-07-25,Parklands,52997.97,55641.35,0.86
2023-07-26,Westlands,50491.06,55793.97,0.82
2023-07-26,Eastleigh,58669.53,66348.87,0.82
2023-07-26,Karen,51654.68,63230.22,0.85
2023-07-26,Kilimani,57666.76,59419.6,0.81
2023-07-26,Kibera,39298.0,48471.12,0.76
2023-07-26,South B,50871.02,61958.18,0.9
2023-07-26,Kahawa,51881.46,61656.09,0.82
2023-07-26,Parklands,52588.43,57725.16,0.84
2023-07-27,Westlands,50952.94,60195.59,0.93
2023-07-27,Eastleigh,48664.93,50330.97,0.81
2023-07-27,Karen,59738.97,71761.47,0.8
2023-07-27,Kilimani,58305.05,61730.01,0.88
2023-07-27,Kibera,46437.96,57842.5,0.82
2023-07-27,South B,44750.95,48121.86,0.98
2023-07-27,Kahawa,51302.77,53260.8,0.81
2023-07-27,Parklands,41261.6,47042.71,0.79
2023-07-28,Westlands,55528.29,64210.45,0.84
2023-07-28,Eastleigh,56180.61,65459.58,0.86
2023-07-28,Karen,46159.25,52246.72,0.87
2023-07-28,Kilimani,52457.27,58234.77,0.87
2023-07-28,Kibera,51510.75,61479.93,0.79
2023-07-28,South B,44992.06,49935.94,0.81
2023-07-28,Kahawa,51054.36,52721.03,0.8
2023-07-28,Parklands,60302.48,65735.33,0.79
2023-07-29,Westlands,49425.89,57945.3,0.91
2023-07-29,Eastleigh,42694.64,45048.92,0.86
2023-07-29,Karen,49830.13,49879.94,0.78
2023-07-29,Kilimani,44661.98,44210.55,0.83
2023-07-29,Kibera,55972.48,59427.12,0.9
2023-07-29,South B,50148.48,54816.31,0.77
2023-07-29,Kahawa,55849.09,62135.89,0.77
2023-07-29,Parklands,51909.27,55376.33,0.85
2023-07-30,Westlands,51200.67,60622.76,0.79
2023-07-30,Eastleigh,52859.41,62973.5,0.98
2023-07-30,Karen,55247.8,62346.67,0.86
2023-07-30,Kilimani,57760.51,62749.95,0.89
2023-07-30,Kibera,60970.51,66938.96,0.75
2023-07-30,South B,45695.93,51365.61,0.81
2023-07-30,Kahawa,48263.93,52406.04,0.88
2023-07-30,Parklands,45270.17,48305.78,0.92
2023-07-31,Westlands,47590.19,54832.28,0.85
2023-07-31,Eastleigh,49884.41,57515.69,0.76
2023-07-31,Karen,52216.72,59575.6,0.89
2023-07-31,Kilimani,48122.65,53177.17,0.73
2023-07-31,Kibera,46650.79,52081.55,0.92
2023-07-31,South B,59228.89,64129.55,0.89
2023-07-31,Kahawa,49263.97,49262.13,0.88
2023-07-31,Parklands,59156.43,63901.16,0.8
2023-08-01,Westlands,50336.84,55220.45,0.98
2023-08-01,Eastleigh,55029.31,61270.2,0.71
2023-08-01,Karen,49283.51,60391.75,0.85
2023-08-01,Kilimani,54109.25,61169.28,0.83
2023-08-01,Kibera,58456.58,65312.3,0.81
2023-08-01,South B,50107.63,60018.44,0.78
2023-08-01,Kahawa,51351.33,56989.0,0.77
2023-08-01,Parklands,53833.84,60383.77,0.89
2023-08-02,Westlands,55690.39,61336.76,0.82
2023-08-02,Eastleigh,42877.35,45583.69,0.85
2023-08-02,Karen,45182.12,51639.74,0.8
2023-08-02,Kilimani,41185.9,43963.24,0.86
2023-08-02,Kibera,43702.77,45768.3,0.82
2023-08-02,South B,47505.61,53413.52,0.88
2023-08-02,Kahawa,47627.84,49412.41,0.86
2023-08-02,Parklands,52588.62,63626.73,0.91
2023-08-03,Westlands,43705.76,47894.33,0.87
2023-08-03,Eastleigh,45749.04,49509.8,0.88
2023-08-03,Karen,51249.86,56636.85,0.82
2023-08-03,Kilimani,42771.98,46394.42,0.85
2023-08-03,Kibera,42657.86,47269.95,0.87
2023-08-03,South B,46540.04,52647.21,0.86
2023-08-03,Kahawa,48477.34,52256.73,0.83
2023-08-03,Parklands,45719.0,51543.68,0.81
2023-08-04,Westlands,46094.6,52424.41,0.84
2023-08-04,Eastleigh,50308.48,49993.81,0.82
2023-08-04,Karen,58403.85,57775.86,0.94
2023-08-04,Kilimani,51306.07,54915.75,0.84
2023-08-04,Kibera,56152.57,53735.92,0.92
2023-08-04,South B,51328.22,60094.86,0.76
2023-08-04,Kahawa,48862.67,46598.23,0.91
2023-08-04,Parklands,45086.46,46897.52,0.75
2023-08-05,Westlands,52221.85,57949.17,0.81
2023-08-05,Eastleigh,51315.52,54102.17,0.76
2023-08-05,Karen,48181.01,58390.89,0.9
2023-08-05,Kilimani,52276.86,58595.12,0.83
2023-08-05,Kibera,53679.88,61288.79,0.85
2023-08-05,South B,50995.4,51026.97,0.83
2023-08-05,Kahawa,44034.47,45188.54,0.87
2023-08-05,Parklands,43676.95,50443.64,0.9
2023-08-06,Westlands,49691.48,52953.3,0.9
2023-08-06,Eastleigh,52761.85,62400.73,0.8
2023-08-06,Karen,48698.26,53119.73,0.86
2023-08-06,Kilimani,53124.43,59178.44,0.92
2023-08-06,Kibera,48126.27,49898.01,0.82
2023-08-06,South B,46049.61,49520.14,0.84
2023-08-06,Kahawa,48866.12,54733.73,0.83
2023-08-06,Parklands,55244.01,54084.84,0.74
2023-08-07,Westlands,55006.55,64081.4,0.91
2023-08-07,Eastleigh,53183.63,58776.66,0.84
2023-08-07,Karen,41989.32,46801.24,0.78
2023-08-07,Kilimani,62330.57,64693.95,0.85
2023-08-07,Kibera,57532.05,62204.13,0.83
2023-08-07,South B,37066.08,37802.37,0.88
2023-08-07,Kahawa,58364.18,61111.68,0.86
2023-08-07,Parklands,63542.27,72555.24,0.9
2023-08-08,Westlands,46169.63,55676.15,0.82
2023-08-08,Eastleigh,45659.98,54844.92,0.82
2023-08-08,Karen,49981.63,60512.86,0.8
2023-08-08,Kilimani,48815.96,52005.41,0.83
2023-08-08,Kibera,50196.21,59839.22,0.93
2023-08-08,South B,50779.2,53712.82,0.88
2023-08-08,Kahawa,50026.33,55402.32,0.8
2023-08-08,Parklands,41914.57,46264.06,0.8
2023-08-09,Westlands,47348.66,56883.41,0.85
2023-08-09,Eastleigh,55535.46,62435.7,0.88
2023-08-09,Karen,47249.82,55751.91,0.87
2023-08-09,Kilimani,48677.99,54770.99,0.81
2023-08-09,Kibera,48531.59,53453.05,0.82
2023-08-09,South B,57793.6,62302.26,0.95
2023-08-09,Kahawa,50336.34,54854.96,0.82
2023-08-09,Parklands,52112.05,60612.7,0.72
2023-08-10,Westlands,50024.42,48812.51,0.9
2023-08-10,Eastleigh,54998.43,60919.74,0.86
2023-08-10,Karen,42851.17,45826.17,0.82
2023-08-10,Kilimani,47754.98,55476.54,0.91
2023-08-10,Kibera,53052.87,57508.18,0.81
2023-08-10,South B,50452.62,56722.57,0.84
2023-08-10,Kahawa,46704.67,53476.46,0.89
2023-08-10,Parklands,43440.33,46918.04,0.89
2023-08-11,Westlands,54942.91,60942.5,0.87
2023-08-11,Eastleigh,51262.69,59825.1,0.79
2023-08-11,Karen,51338.03,53762.42,0.9
2023-08-11,Kilimani,44708.27,50589.72,0.81
2023-08-11,Kibera,53762.12,60942.26,0.86
2023-08-11,South B,59804.68,63353.23,0.9
2023-08-11,Kahawa,55860.06,65088.88,0.82
2023-08-11,Parklands,48827.01,52030.67,0.84
2023-08-12,Westlands,45794.15,49521.3,0.92
2023-08-12,Eastleigh,48403.81,53819.2,0.81
2023-08-12,Karen,49925.04,57849.82,0.87
2023-08-12,Kilimani,57091.47,58596.54,0.81
2023-08-12,Kibera,47935.5,57720.07,0.86
2023-08-12,South B,42914.7,50467.48,0.86
2023-08-12,Kahawa,54451.6,65773.77,0.8
2023-08-12,Parklands,57916.17,63718.03,0.83
2023-08-13,Westlands,50773.32,52168.95,0.85
2023-08-13,Eastleigh,48786.54,50934.13,0.82
2023-08-13,Karen,55690.6,60894.94,0.8
2023-08-13,Kilimani,52240.8,60329.37,0.85
2023-08-13,Kibera,43829.37,41176.68,0.8
2023-08-13,South B,55271.29,64533.92,0.81
2023-08-13,Kahawa,48820.41,56160.91,0.84
2023-08-13,Parklands,54681.6,60077.6,0.87
2023-08-14,Westlands,48386.11,51001.13,0.91
2023-08-14,Eastleigh,42490.16,45295.35,0.85
2023-08-14,Karen,54293.3,56892.45,0.86
2023-08-14,Kilimani,43067.4,48822.28,0.94
2023-08-14,Kibera,40202.16,42522.62,0.89
2023-08-14,South B,64718.24,73987.46,0.81
2023-08-14,Kahawa,49257.11,50501.08,0.89
2023-08-14,Parklands,55230.53,66078.25,0.83
2023-08-15,Westlands,45962.37,55254.72,0.92
2023-08-15,Eastleigh,45060.63,48691.99,0.89
2023-08-15,Karen,48738.82,53956.65,0.78
2023-08-15,Kilimani,44388.39,48785.36,0.82
2023-08-15,Kibera,44259.92,48003.45,0.81
2023-08-15,South B,50140.34,58639.74,0.83
2023-08-15,Kahawa,47869.58,56236.73,0.89
2023-08-15,Parklands,53990.04,50812.94,0.83
2023-08-16,Westlands,47141.3,49561.4,0.9
2023-08-16,Eastleigh,47282.71,47974.2,0.86
2023-08-16,Karen,49961.93,52212.33,0.9
2023-08-16,Kilimani,52654.41,59989.06,0.87
2023-08-16,Kibera,55447.97,60709.91,0.79
2023-08-16,South B,48963.9,48835.83,0.8
2023-08-16,Kahawa,58095.38,60039.37,0.79
2023-08-16,Parklands,53348.11,61942.96,0.77
2023-08-17,Westlands,51243.92,54797.91,0.87
2023-08-17,Eastleigh,48486.63,49273.85,0.83
2023-08-17,Karen,53128.94,65419.83,0.87
2023-08-17,Kilimani,48045.37,49406.16,0.84
2023-08-17,Kibera,48107.78,54115.27,0.85
2023-08-17,South B,52397.9,56674.57,0.94
2023-08-17,Kahawa,52919.11,56044.77,0.9
2023-08-17,Parklands,44219.95,46406.44,0.81
2023-08-18,Westlands,56641.9,61931.18,0.82
2023-08-18,Eastleigh,50820.52,57947.31,0.93
2023-08-18,Karen,42515.04,50470.26,0.75
2023-08-18,Kilimani,54531.43,64380.53,0.91
2023-08-18,Kibera,52844.19,54734.34,0.89
2023-08-18,South B,44662.47,46626.93,0.83
2023-08-18,Kahawa,48169.24,53980.66,0.82
2023-08-18,Parklands,51648.48,52464.49,0.85
2023-08-19,Westlands,48637.71,56949.85,0.91
2023-08-19,Eastleigh,49150.21,48050.88,0.78
2023-08-19,Karen,55618.72,60940.42,0.94
2023-08-19,Kilimani,54483.46,61107.9,0.86
2023-08-19,Kibera,44255.55,47086.34,0.87
2023-08-19,South B,48274.57,54812.79,0.9
2023-08-19,Kahawa,49101.72,52880.08,0.81
2023-08-19,Parklands,54174.43,62516.07,0.96
2023-08-20,Westlands,50884.3,55907.52,0.87
2023-08-20,Eastleigh,48560.22,50864.63,0.85
2023-08-20,Karen,52289.06,59560.69,0.87
2023-08-20,Kilimani,55319.44,62999.65,0.86
2023-08-20,Kibera,43672.07,48955.61,0.84
2023-08-20,South B,44391.93,50498.33,0.88
2023-08-20,Kahawa,52127.02,59482.85,0.86
2023-08-20,Parklands,48766.36,59497.53,0.86
2023-08-21,Westlands,37287.09,35318.29,0.91
2023-08-21,Eastleigh,40830.02,43672.53,0.79
2023-08-21,Karen,48487.14,54795.18,0.82
2023-08-21,Kilimani,45921.96,52920.62,0.98
2023-08-21,Kibera,52702.13,55104.74,0.89
2023-08-21,South B,58720.69,68944.98,0.77
2023-08-21,Kahawa,52642.24,56598.96,0.85
2023-08-21,Parklands,48129.26,55506.45,0.83
2023-08-22,Westlands,57089.16,63072.5,0.84
2023-08-22,Eastleigh,52858.87,59636.36,0.88
2023-08-22,Karen,49333.82,58793.19,0.9
2023-08-22,Kilimani,49938.63,57852.6,0.84
2023-08-22,Kibera,52851.34,61235.97,0.86
2023-08-22,South B,45899.35,47158.21,0.86
2023-08-22,Kahawa,46380.67,54429.15,0.77
2023-08-22,Parklands,56586.2,62715.21,0.81
2023-08-23,Westlands,47743.28,52124.57,0.87
2023-08-23,Eastleigh,43873.75,45745.36,0.83
2023-08-23,Karen,49846.36,57401.68,0.86
2023-08-23,Kilimani,48052.58,53836.64,0.86
2023-08-23,Kibera,48741.35,54227.53,0.74
2023-08-23,South B,54667.42,62354.58,0.92
2023-08-23,Kahawa,45945.25,52476.25,0.75
2023-08-23,Parklands,41171.85,44860.78,0.82
2023-08-24,Westlands,55236.7,65267.26,0.91
2023-08-24,Eastleigh,52989.46,60761.19,0.79
2023-08-24,Karen,56998.51,67621.49,0.78
2023-08-24,Kilimani,52340.24,55975.98,0.94
2023-08-24,Kibera,45124.94,50134.64,0.86
2023-08-24,South B,49733.23,61900.12,0.93
2023-08-24,Kahawa,41811.99,47526.14,0.85
2023-08-24,Parklands,54171.46,60609.1,0.81
2023-08-25,Westlands,44812.53,48347.16,0.84
2023-08-25,Eastleigh,50969.54,54431.08,0.94
2023-08-25,Karen,52676.27,61199.67,0.84
2023-08-25,Kilimani,44812.37,52090.66,0.8
2023-08-25,Kibera,39885.93,45540.38,0.81
2023-08-25,South B,48328.69,55583.28,0.8
2023-08-25,Kahawa,41988.97,49725.96,0.85
2023-08-25,Parklands,56286.72,64487.62,0.88
2023-08-26,Westlands,50817.18,56690.09,0.91
2023-08-26,Eastleigh,54072.36,57679.72,0.87
2023-08-26,Karen,46903.28,50875.08,0.88
2023-08-26,Kilimani,46827.81,52194.04,0.87
2023-08-26,Kibera,48303.33,55634.78,0.83
2023-08-26,South B,54713.15,60922.83,0.86
2023-08-26,Kahawa,45506.23,49590.38,0.86
2023-08-26,Parklands,55122.1,59757.35,0.9
2023-08-27,Westlands,46221.89,52079.16,0.82
2023-08-27,Eastleigh,57720.85,68897.85,0.86
2023-08-27,Karen,47324.64,47627.36,0.87
2023-08-27,Kilimani,51037.69,59243.55,0.78
2023-08-27,Kibera,50707.6,57445.83,0.8
2023-08-27,South B,50582.63,53503.69,0.81
2023-08-27,Kahawa,47346.97,51499.47,0.91
2023-08-27,Parklands,48391.14,50811.65,0.89
2023-08-28,Westlands,55138.44,63864.88,0.92
2023-08-28,Eastleigh,50961.3,56827.68,0.81
2023-08-28,Karen,56995.09,62638.14,0.83
2023-08-28,Kilimani,48034.96,55066.19,0.85
2023-08-28,Kibera,50947.51,55222.27,0.84
2023-08-28,South B,49259.67,58983.63,0.76
2023-08-28,Kahawa,52240.96,61421.29,0.76
2023-08-28,Parklands,49642.61,58024.13,0.81
2023-08-29,Westlands,51342.7,53623.42,0.85
2023-08-29,Eastleigh,56387.94,68523.46,0.86
2023-08-29,Karen,43605.17,47303.74,0.76
2023-08-29,Kilimani,48530.07,56668.82,0.78
2023-08-29,Kibera,48964.63,51508.24,0.94
2023-08-29,South B,51993.43,60326.64,0.86
2023-08-29,Kahawa,53804.92,63233.78,0.85
2023-08-29,Parklands,47344.07,49437.11,0.94
2023-08-30,Westlands,54103.39,51965.87,0.84
2023-08-30,Eastleigh,52080.42,63209.83,0.79
2023-08-30,Karen,52131.75,56251.08,0.79
2023-08-30,Kilimani,56727.15,59128.35,0.9
2023-08-30,Kibera,42027.08,45101.32,0.88
2023-08-30,South B,53583.89,60731.83,0.9
2023-08-30,Kahawa,48556.99,58050.14,0.87
2023-08-30,Parklands,53674.03,60578.31,0.87
2023-08-31,Westlands,44994.27,46964.68,0.82
2023-08-31,Eastleigh,52571.58,56080.22,0.84
2023-08-31,Karen,49636.79,59423.27,0.88
2023-08-31,Kilimani,42693.47,47619.44,0.83
2023-08-31,Kibera,48858.37,53990.54,0.91
2023-08-31,South B,45932.47,51364.1,0.86
2023-08-31,Kahawa,48893.12,51998.28,0.81
2023-08-31,Parklands,47896.8,55222.41,0.83
2023-09-01,Westlands,49504.31,50979.38,0.83
2023-09-01,Eastleigh,51146.78,50974.44,0.9
2023-09-01,Karen,47035.69,57364.46,0.87
2023-09-01,Kilimani,40825.76,45848.93,0.83
2023-09-01,Kibera,51449.92,62258.92,0.89
2023-09-01,South B,48871.37,49565.49,0.89
2023-09-01,Kahawa,52548.67,62021.28,0.84
2023-09-01,Parklands,51475.55,56056.5,0.85
2023-09-02,Westlands,42427.39,47759.98,0.87
2023-09-02,Eastleigh,47480.74,54338.51,0.89
2023-09-02,Karen,57000.82,59206.56,0.88
2023-09-02,Kilimani,56689.5,61349.28,0.92
2023-09-02,Kibera,46370.46,51449.47,0.76
2023-09-02,South B,40663.7,40827.6,0.92
2023-09-02,Kahawa,46122.05,48647.32,0.87
2023-09-02,Parklands,46282.23,54766.89,0.94
2023-09-03,Westlands,38891.69,44290.51,0.75
2023-09-03,Eastleigh,43199.36,49076.5,0.8
2023-09-03,Karen,51304.6,56795.16,0.77
2023-09-03,Kilimani,53287.06,59917.83,0.85
2023-09-03,Kibera,46759.75,52853.88,0.79
2023-09-03,South B,44959.86,50618.52,0.9
2023-09-03,Kahawa,47614.35,54028.27,0.86
2023-09-03,Parklands,52071.52,55197.59,0.84
2023-09-04,Westlands,49808.83,59889.89,0.79
2023-09-04,Eastleigh,42981.05,55873.66,0.87
2023-09-04,Karen,52742.53,60482.02,0.89
2023-09-04,Kilimani,54494.99,62967.32,0.91
2023-09-04,Kibera,50836.96,59717.9,0.94
2023-09-04,South B,50979.58,57925.6,0.82
2023-09-04,Kahawa,49175.86,55467.2,0.83
2023-09-04,Parklands,50462.39,56880.52,0.93
2023-09-05,Westlands,45681.04,51725.12,0.82
2023-09-05,Eastleigh,53830.18,62440.72,0.93
2023-09-05,Karen,47871.56,53351.0,0.89
2023-09-05,Kilimani,53293.18,50271.09,0.82
2023-09-05,Kibera,52850.58,57679.18,0.89
2023-09-05,South B,55210.37,60241.31,0.88
2023-09-05,Kahawa,57280.71,67087.32,0.81
2023-09-05,Parklands,49074.33,54314.8,0.8
2023-09-06,Westlands,55349.97,58841.33,0.84
2023-09-06,Eastleigh,55359.2,59549.09,0.83
2023-09-06,Karen,51690.25,55743.83,0.93
2023-09-06,Kilimani,45422.78,43416.78,0.89
2023-09-06,Kibera,48212.16,50743.49,0.87
2023-09-06,South B,52096.96,54987.17,0.91
2023-09-06,Kahawa,54309.39,66982.33,0.83
2023-09-06,Parklands,50781.34,56883.56,0.83
2023-09-07,Westlands,52016.09,59095.36,0.87
2023-09-07,Eastleigh,48367.53,52788.04,0.82
2023-09-07,Karen,46245.89,50909.48,0.93
2023-09-07,Kilimani,60195.25,71656.47,0.83
2023-09-07,Kibera,52038.36,50578.72,0.84
2023-09-07,South B,48057.23,58958.15,0.86
2023-09-07,Kahawa,50253.61,55306.7,0.84
2023-09-07,Parklands,52657.79,55919.61,0.88
2023-09-08,Westlands,57158.78,63578.95,0.83
2023-09-08,Eastleigh,49623.4,58706.69,0.86
2023-09-08,Karen,46953.33,54351.41,0.81
2023-09-08,Kilimani,48832.86,54687.71,0.81
2023-09-08,Kibera,41067.94,46579.83,0.74
2023-09-08,South B,45367.19,52425.51,0.87
2023-09-08,Kahawa,49210.35,51513.04,0.83
2023-09-08,Parklands,52882.43,57980.1,0.79
2023-09-09,Westlands,45600.37,49100.17,0.87
2023-09-09,Eastleigh,50522.81,51734.37,0.92
2023-09-09,Karen,46285.5,52472.39,0.8
2023-09-09,Kilimani,62409.66,74337.77,0.81
2023-09-09,Kibera,50442.3,52364.17,0.83
2023-09-09,South B,52114.73,60449.34,0.79
2023-09-09,Kahawa,46257.21,53945.84,0.92
2023-09-09,Parklands,46134.36,53847.83,0.79
2023-09-10,Westlands,48512.49,49997.63,0.83
2023-09-10,Eastleigh,59546.36,65586.23,0.84
2023-09-10,Karen,47176.13,51210.24,0.81
2023-09-10,Kilimani,50684.02,55898.46,0.83
2023-09-10,Kibera,47273.66,52799.21,0.81
2023-09-10,South B,48799.32,52492.01,0.74
2023-09-10,Kahawa,54300.46,53533.61,0.76
2023-09-10,Parklands,54476.68,56271.68,0.75
2023-09-11,Westlands,56686.88,60288.12,0.91
2023-09-11,Eastleigh,45423.64,45340.69,0.83
2023-09-11,Karen,43959.98,49730.89,0.88
2023-09-11,Kilimani,54648.54,59279.71,0.92
2023-09-11,Kibera,45361.6,50519.97,0.84
2023-09-11,South B,59863.13,70848.42,0.85
2023-09-11,Kahawa,50992.23,61436.07,0.81
2023-09-11,Parklands,39834.68,41511.82,0.83
2023-09-12,Westlands,56803.81,66592.54,0.85
2023-09-12,Eastleigh,52332.9,55416.42,0.95
2023-09-12,Karen,56065.42,62147.44,0.85
2023-09-12,Kilimani,53507.54,58926.97,0.76
2023-09-12,Kibera,57666.32,68101.7,0.87
2023-09-12,South B,47901.97,52962.25,0.72
2023-09-12,Kahawa,44463.05,54238.76,0.88
2023-09-12,Parklands,40256.5,42317.56,0.75
2023-09-13,Westlands,46097.71,50443.08,0.93
2023-09-13,Eastleigh,53925.55,58528.66,0.84
2023-09-13,Karen,45997.33,54086.92,0.91
2023-09-13,Kilimani,43308.65,43012.31,0.83
2023-09-13,Kibera,49020.44,54991.78,0.77
2023-09-13,South B,46421.91,51047.57,0.81
2023-09-13,Kahawa,54289.3,66583.37,0.82
2023-09-13,Parklands,54445.99,58898.79,0.8
2023-09-14,Westlands,46438.8,53634.99,0.82
2023-09-14,Eastleigh,47769.72,49233.9,0.88
2023-09-14,Karen,52290.8,62726.83,0.88
2023-09-14,Kilimani,52064.54,59505.26,0.84
2023-09-14,Kibera,50550.58,58918.09,0.81
2023-09-14,South B,58508.41,67078.07,0.95
2023-09-14,Kahawa,44122.72,45384.08,0.87
2023-09-14,Parklands,50617.81,54428.88,0.79
2023-09-15,Westlands,48661.25,54457.44,0.78
2023-09-15,Eastleigh,47948.1,54174.56,0.89
2023-09-15,Karen,48568.82,51139.65,0.86
2023-09-15,Kilimani,48966.17,49444.66,0.83
2023-09-15,Kibera,47051.09,52061.13,0.81
2023-09-15,South B,47257.79,51660.25,0.88
2023-09-15,Kahawa,50464.05,64504.07,0.79
2023-09-15,Parklands,54558.43,60010.17,0.78
2023-09-16,Westlands,48108.02,48426.7,0.85
2023-09-16,Eastleigh,48475.06,51406.1,0.8
2023-09-16,Karen,55083.51,60295.48,0.86
2023-09-16,Kilimani,50884.34,56584.63,0.83
2023-09-16,Kibera,57588.07,72005.87,0.92
2023-09-16,South B,50107.23,55213.81,0.9
2023-09-16,Kahawa,46211.84,56201.48,0.89
2023-09-16,Parklands,48601.34,54595.04,0.88
2023-09-17,Westlands,47862.39,56105.91,0.91
2023-09-17,Eastleigh,48686.8,52293.66,0.84
2023-09-17,Karen,44215.86,44065.86,0.83
2023-09-17,Kilimani,45200.23,55148.65,0.83
2023-09-17,Kibera,52278.54,55633.07,0.94
2023-09-17,South B,49030.47,50215.16,0.88
2023-09-17,Kahawa,51297.21,60694.83,0.84
2023-09-17,Parklands,50539.38,50894.15,0.89
2023-09-18,Westlands,50313.57,55190.32,0.84
2023-09-18,Eastleigh,48588.6,56371.83,0.8
2023-09-18,Karen,53717.47,53752.52,0.75
2023-09-18,Kilimani,57053.64,59250.93,0.86
2023-09-18,Kibera,48659.98,54857.86,0.85
2023-09-18,South B,55215.05,55883.27,0.88
2023-09-18,Kahawa,49743.48,50012.25,0.82
2023-09-18,Parklands,41980.55,41822.71,0.83
2023-09-19,Westlands,55931.69,62941.07,0.91
2023-09-19,Eastleigh,50379.76,60744.63,0.92
2023-09-19,Karen,45250.01,50210.09,0.81
2023-09-19,Kilimani,49275.91,59761.03,0.82
2023-09-19,Kibera,44069.21,45488.23,0.83
2023-09-19,South B,68726.9,82522.68,0.71
2023-09-19,Kahawa,49820.98,53015.38,0.9
2023-09-19,Parklands,44104.98,45764.72,0.82
2023-09-20,Westlands,46541.47,53399.37,0.83
2023-09-20,Eastleigh,55016.24,57895.11,0.89
2023-09-20,Karen,44214.75,50624.08,0.83
2023-09-20,Kilimani,54458.18,51535.96,0.81
2023-09-20,Kibera,55841.63,60972.36,0.76
2023-09-20,South B,46465.06,52502.41,0.81
2023-09-20,Kahawa,55805.26,65600.85,0.88
2023-09-20,Parklands,55154.2,59098.46,0.92
2023-09-21,Westlands,55378.15,60728.95,0.77
2023-09-21,Eastleigh,38166.3,44628.94,0.77
2023-09-21,Karen,45393.49,51567.47,0.79
2023-09-21,Kilimani,62171.67,69659.27,0.92
2023-09-21,Kibera,55212.94,51901.94,0.89
2023-09-21,South B,49919.32,54958.15,0.85
2023-09-21,Kahawa,55273.57,66988.75,0.79
2023-09-21,Parklands,50386.51,60268.57,0.84
2023-09-22,Westlands,51014.9,57091.98,0.96
2023-09-22,Eastleigh,53741.8,66617.81,0.94
2023-09-22,Karen,48864.79,54950.94,0.95
2023-09-22,Kilimani,44291.36,51133.14,0.89
2023-09-22,Kibera,48617.99,52520.67,0.84
2023-09-22,South B,53512.23,64254.42,0.89
2023-09-22,Kahawa,43711.15,52579.29,0.91
2023-09-22,Parklands,48771.99,51818.24,0.8
2023-09-23,Westlands,55371.69,54421.52,0.9
2023-09-23,Eastleigh,47743.35,53640.56,0.68
2023-09-23,Karen,41133.31,43635.9,0.8
2023-09-23,Kilimani,53792.12,60500.43,0.95
2023-09-23,Kibera,52566.65,55864.93,0.91
2023-09-23,South B,47684.68,51078.32,0.85
2023-09-23,Kahawa,58095.96,68165.05,0.9
2023-09-23,Parklands,59802.56,69954.14,0.79
2023-09-24,Westlands,52691.61,63783.48,0.77
2023-09-24,Eastleigh,49923.15,51699.9,0.86
2023-09-24,Karen,55676.18,66381.47,0.84
2023-09-24,Kilimani,53306.94,53692.66,0.76
2023-09-24,Kibera,55597.98,50498.51,0.82
2023-09-24,South B,53384.53,59755.47,0.71
