Date,Pipeline_Segment,Pressure_PSI,Flow_Rate_M3_hr,Maintenace_Status
2023-10-22,Pipeline_17,55.63,115.59,Good
2023-10-22,Pipeline_18,56.72,132.48,Good
2023-10-22,Pipeline_19,44.01,118.0,Good
2023-10-22,Pipeline_20,56.79,134.42,Good
2023-10-23,Pipeline_1,55.06,106.55,Good
2023-10-23,Pipeline_2,58.77,135.73,Good
2023-10-23,Pipeline_3,48.95,156.92,Good
2023-10-23,Pipeline_4,53.12,119.23,Good
2023-10-23,Pipeline_5,61.53,129.6,Good
2023-10-23,Pipeline_6,57.1,105.65,Good
2023-10-23,Pipeline_7,66.49,135.94,Good
2023-10-23,Pipeline_8,66.54,110.78,Needs Inspection
2023-10-23,Pipeline_9,60.52,132.63,Good
2023-10-23,Pipeline_10,59.19,109.33,Good
2023-10-23,Pipeline_11,71.69,119.27,Good
2023-10-23,Pipeline_12,58.3,118.09,Good
2023-10-23,Pipeline_13,61.55,123.82,Good
2023-10-23,Pipeline_14,54.18,134.76,Good
2023-10-23,Pipeline_15,67.36,130.26,Good
2023-10-23,Pipeline_16,62.63,118.27,Good
2023-10-23,Pipeline_17,56.61,94.8,Good
2023-10-23,Pipeline_18,65.82,114.43,Good
2023-10-23,Pipeline_19,65.82,110.61,Good
2023-10-23,Pipeline_20,65.39,149.15,Good
2023-10-24,Pipeline_1,64.11,148.9,Good
2023-10-24,Pipeline_2,66.78,116.06,Good
2023-10-24,Pipeline_3,58.93,99.09,Good
2023-10-24,Pipeline_4,58.03,98.46,Good
2023-10-24,Pipeline_5,55.59,106.9,Good
2023-10-24,Pipeline_6,66.13,113.93,Good
2023-10-24,Pipeline_7,67.28,151.13,Good
2023-10-24,Pipeline_8,53.24,112.22,Needs Inspection
2023-10-24,Pipeline_9,62.01,136.53,Good
2023-10-24,Pipeline_10,58.21,115.53,Good
2023-10-24,Pipeline_11,65.99,108.54,Good
2023-10-24,Pipeline_12,56.67,127.48,Good
2023-10-24,Pipeline_13,61.15,113.85,Good
2023-10-24,Pipeline_14,59.32,108.91,Good
2023-10-24,Pipeline_15,59.14,91.1,Good
2023-10-24,Pipeline_16,50.4,105.54,Good
2023-10-24,Pipeline_17,55.54,118.87,Good
2023-10-24,Pipeline_18,57.32,115.0,Good
2023-10-24,Pipeline_19,59.83,118.35,Good
2023-10-24,Pipeline_20,58.84,91.58,Under Repair
2023-10-25,Pipeline_1,65.98,121.24,Good
2023-10-25,Pipeline_2,59.23,125.23,Good
2023-10-25,Pipeline_3,60.83,106.24,Good
2023-10-25,Pipeline_4,54.83,107.55,Good
2023-10-25,Pipeline_5,65.37,95.3,Good
2023-10-25,Pipeline_6,53.36,115.48,Needs Inspection
2023-10-25,Pipeline_7,61.26,137.95,Good
2023-10-25,Pipeline_8,65.07,113.68,Good
2023-10-25,Pipeline_9,56.93,145.26,Good
2023-10-25,Pipeline_10,67.34,119.43,Good
2023-10-25,Pipeline_11,65.94,121.4,Good
2023-10-25,Pipeline_12,59.07,136.6,Good
2023-10-25,Pipeline_13,62.96,125.44,Good
2023-10-25,Pipeline_14,66.87,116.95,Needs Inspection
2023-10-25,Pipeline_15,59.85,121.34,Good
2023-10-25,Pipeline_16,60.65,139.63,Good
2023-10-25,Pipeline_17,50.47,134.37,Good
2023-10-25,Pipeline_18,60.82,110.28,Good
2023-10-25,Pipeline_19,58.61,125.76,Good
2023-10-25,Pipeline_20,60.28,126.9,Good
2023-10-26,Pipeline_1,62.08,129.26,Good
2023-10-26,Pipeline_2,66.15,113.73,Good
2023-10-26,Pipeline_3,55.81,92.35,Good
2023-10-26,Pipeline_4,59.21,91.42,Good
2023-10-26,Pipeline_5,61.32,135.07,Good
2023-10-26,Pipeline_6,60.67,132.6,Good
2023-10-26,Pipeline_7,65.95,119.93,Good
2023-10-26,Pipeline_8,55.68,88.4,Good
2023-10-26,Pipeline_9,59.56,105.14,Good
2023-10-26,Pipeline_10,62.05,106.84,Good
2023-10-26,Pipeline_11,63.94,135.7,Good
2023-10-26,Pipeline_12,55.87,112.27,Needs Inspection
2023-10-26,Pipeline_13,62.18,120.3,Good
2023-10-26,Pipeline_14,67.17,123.92,Good
2023-10-26,Pipeline_15,56.19,105.49,Good
2023-10-26,Pipeline_16,62.82,128.79,Good
2023-10-26,Pipeline_17,58.3,95.38,Good
2023-10-26,Pipeline_18,61.82,120.26,Good
2023-10-26,Pipeline_19,58.29,110.41,Good
2023-10-26,Pipeline_20,65.21,109.9,Good
2023-10-27,Pipeline_1,75.97,109.16,Good
2023-10-27,Pipeline_2,65.42,109.71,Needs Inspection
2023-10-27,Pipeline_3,60.5,113.34,Good
2023-10-27,Pipeline_4,64.43,136.26,Needs Inspection
2023-10-27,Pipeline_5,59.05,109.27,Good
2023-10-27,Pipeline_6,57.64,130.44,Good
2023-10-27,Pipeline_7,61.7,115.37,Good
2023-10-27,Pipeline_8,62.87,100.68,Good
2023-10-27,Pipeline_9,62.42,115.54,Good
2023-10-27,Pipeline_10,72.23,105.58,Good
2023-10-27,Pipeline_11,61.66,104.04,Good
2023-10-27,Pipeline_12,57.31,129.83,Good
2023-10-27,Pipeline_13,57.23,121.88,Good
2023-10-27,Pipeline_14,62.75,115.05,Good
2023-10-27,Pipeline_15,64.48,130.61,Needs Inspection
2023-10-27,Pipeline_16,58.11,113.79,Good
2023-10-27,Pipeline_17,65.6,93.96,Needs Inspection
2023-10-27,Pipeline_18,57.77,122.82,Good
2023-10-27,Pipeline_19,59.81,108.64,Good
2023-10-27,Pipeline_20,64.36,112.02,Good
2023-10-28,Pipeline_1,62.23,125.81,Under Repair
2023-10-28,Pipeline_2,62.18,111.56,Good
2023-10-28,Pipeline_3,56.11,96.93,Good
2023-10-28,Pipeline_4,61.23,156.22,Good
2023-10-28,Pipeline_5,65.64,118.25,Good
2023-10-28,Pipeline_6,56.91,122.92,Good
2023-10-28,Pipeline_7,58.25,122.02,Good
2023-10-28,Pipeline_8,59.9,86.72,Good
2023-10-28,Pipeline_9,70.19,90.14,Good
2023-10-28,Pipeline_10,62.05,114.09,Good
2023-10-28,Pipeline_11,55.56,90.81,Good
2023-10-28,Pipeline_12,60.48,95.83,Good
2023-10-28,Pipeline_13,54.07,118.75,Good
2023-10-28,Pipeline_14,52.45,98.31,Needs Inspection
2023-10-28,Pipeline_15,60.27,128.8,Good
2023-10-28,Pipeline_16,56.51,115.03,Good
2023-10-28,Pipeline_17,63.97,118.06,Good
2023-10-28,Pipeline_18,65.13,140.24,Good
2023-10-28,Pipeline_19,59.25,133.7,Good
2023-10-28,Pipeline_20,59.76,125.93,Good
2023-10-29,Pipeline_1,66.51,96.53,Good
2023-10-29,Pipeline_2,67.13,137.87,Good
2023-10-29,Pipeline_3,65.55,107.62,Good
2023-10-29,Pipeline_4,58.69,111.23,Needs Inspection
2023-10-29,Pipeline_5,62.01,132.8,Good
2023-10-29,Pipeline_6,59.67,120.22,Good
2023-10-29,Pipeline_7,59.9,146.34,Good
2023-10-29,Pipeline_8,65.07,127.93,Good
2023-10-29,Pipeline_9,57.43,123.94,Good
2023-10-29,Pipeline_10,52.15,135.91,Good
2023-10-29,Pipeline_11,65.76,145.29,Good
2023-10-29,Pipeline_12,56.65,118.47,Needs Inspection
2023-10-29,Pipeline_13,58.25,102.2,Good
2023-10-29,Pipeline_14,59.48,125.92,Good
2023-10-29,Pipeline_15,57.47,121.64,Good
2023-10-29,Pipeline_16,61.75,124.58,Good
2023-10-29,Pipeline_17,60.94,89.11,Good
2023-10-29,Pipeline_18,63.98,128.5,Needs Inspection
2023-10-29,Pipeline_19,63.37,154.89,Good
2023-10-29,Pipeline_20,60.6,135.26,Good
2023-10-30,Pipeline_1,63.87,118.27,Good
2023-10-30,Pipeline_2,63.27,106.42,Good
2023-10-30,Pipeline_3,57.82,88.16,Good
2023-10-30,Pipeline_4,60.54,138.01,Good
2023-10-30,Pipeline_5,57.33,114.6,Good
2023-10-30,Pipeline_6,59.72,135.93,Good
2023-10-30,Pipeline_7,75.66,147.85,Good
2023-10-30,Pipeline_8,61.23,112.31,Good
2023-10-30,Pipeline_9,64.58,118.06,Good
2023-10-30,Pipeline_10,63.05,90.49,Good
2023-10-30,Pipeline_11,52.57,104.61,Good
2023-10-30,Pipeline_12,58.38,141.32,Good
2023-10-30,Pipeline_13,55.85,101.06,Good
2023-10-30,Pipeline_14,68.81,142.33,Good
2023-10-30,Pipeline_15,58.29,113.94,Good
2023-10-30,Pipeline_16,58.28,112.58,Good
2023-10-30,Pipeline_17,56.82,129.86,Good
2023-10-30,Pipeline_18,60.84,112.92,Good
2023-10-30,Pipeline_19,53.62,126.72,Good
2023-10-30,Pipeline_20,58.51,140.06,Good
2023-10-31,Pipeline_1,60.94,128.89,Good
2023-10-31,Pipeline_2,71.6,103.63,Good
2023-10-31,Pipeline_3,69.95,119.67,Good
2023-10-31,Pipeline_4,55.49,143.49,Good
2023-10-31,Pipeline_5,61.85,106.6,Good
2023-10-31,Pipeline_6,61.02,138.87,Good
2023-10-31,Pipeline_7,48.48,128.87,Under Repair
2023-10-31,Pipeline_8,63.29,131.24,Good
2023-10-31,Pipeline_9,53.28,141.62,Good
2023-10-31,Pipeline_10,65.38,126.73,Good
2023-10-31,Pipeline_11,63.6,119.82,Good
2023-10-31,Pipeline_12,59.82,120.91,Good
2023-10-31,Pipeline_13,59.87,137.25,Good
2023-10-31,Pipeline_14,62.75,127.94,Good
2023-10-31,Pipeline_15,59.5,137.17,Good
2023-10-31,Pipeline_16,57.76,132.65,Good
2023-10-31,Pipeline_17,64.89,145.84,Good
2023-10-31,Pipeline_18,62.97,140.23,Needs Inspection
2023-10-31,Pipeline_19,48.01,134.91,Good
2023-10-31,Pipeline_20,59.96,135.67,Good
2023-11-01,Pipeline_1,57.79,110.39,Needs Inspection
2023-11-01,Pipeline_2,67.02,121.49,Good
2023-11-01,Pipeline_3,67.67,142.87,Good
2023-11-01,Pipeline_4,65.47,117.53,Good
2023-11-01,Pipeline_5,65.33,81.07,Good
2023-11-01,Pipeline_6,54.39,120.71,Under Repair
2023-11-01,Pipeline_7,59.9,112.06,Good
2023-11-01,Pipeline_8,60.85,112.58,Under Repair
2023-11-01,Pipeline_9,55.82,132.74,Good
2023-11-01,Pipeline_10,60.22,110.42,Good
2023-11-01,Pipeline_11,64.8,106.83,Good
2023-11-01,Pipeline_12,59.33,128.11,Good
2023-11-01,Pipeline_13,60.24,114.74,Good
2023-11-01,Pipeline_14,63.77,107.14,Good
2023-11-01,Pipeline_15,58.47,137.49,Good
2023-11-01,Pipeline_16,70.87,137.25,Good
2023-11-01,Pipeline_17,65.76,135.08,Good
2023-11-01,Pipeline_18,49.6,97.42,Good
2023-11-01,Pipeline_19,58.52,151.0,Good
2023-11-01,Pipeline_20,55.67,108.48,Good
2023-11-02,Pipeline_1,60.84,130.15,Good
2023-11-02,Pipeline_2,54.87,131.17,Good
2023-11-02,Pipeline_3,58.29,125.21,Good
2023-11-02,Pipeline_4,43.03,118.11,Good
2023-11-02,Pipeline_5,64.28,106.43,Good
2023-11-02,Pipeline_6,65.38,125.12,Good
2023-11-02,Pipeline_7,62.34,104.88,Good
2023-11-02,Pipeline_8,56.22,97.22,Good
2023-11-02,Pipeline_9,66.96,122.55,Needs Inspection
2023-11-02,Pipeline_10,59.34,146.85,Under Repair
2023-11-02,Pipeline_11,55.49,160.26,Needs Inspection
2023-11-02,Pipeline_12,58.03,114.55,Good
2023-11-02,Pipeline_13,57.87,142.32,Good
2023-11-02,Pipeline_14,58.82,134.32,Needs Inspection
2023-11-02,Pipeline_15,59.53,134.35,Needs Inspection
2023-11-02,Pipeline_16,59.02,112.48,Good
2023-11-02,Pipeline_17,67.52,105.37,Good
2023-11-02,Pipeline_18,52.84,123.82,Good
2023-11-02,Pipeline_19,60.87,106.84,Needs Inspection
2023-11-02,Pipeline_20,60.03,104.12,Good
2023-11-03,Pipeline_1,64.41,119.87,Good
2023-11-03,Pipeline_2,59.66,115.86,Good
2023-11-03,Pipeline_3,56.48,112.17,Good
2023-11-03,Pipeline_4,58.78,100.06,Under Repair
2023-11-03,Pipeline_5,59.75,156.61,Good
2023-11-03,Pipeline_6,68.65,122.26,Good
2023-11-03,Pipeline_7,65.8,128.98,Good
2023-11-03,Pipeline_8,62.84,114.62,Good
2023-11-03,Pipeline_9,67.74,118.17,Good
2023-11-03,Pipeline_10,65.2,136.79,Good
2023-11-03,Pipeline_11,65.23,111.22,Needs Inspection
2023-11-03,Pipeline_12,64.93,151.45,Good
2023-11-03,Pipeline_13,61.45,138.96,Good
2023-11-03,Pipeline_14,51.59,109.54,Needs Inspection
2023-11-03,Pipeline_15,73.58,123.79,Good
2023-11-03,Pipeline_16,59.82,141.95,Good
2023-11-03,Pipeline_17,59.38,118.49,Good
2023-11-03,Pipeline_18,57.14,108.65,Good
2023-11-03,Pipeline_19,65.11,115.97,Good
2023-11-03,Pipeline_20,54.47,120.7,Good
2023-11-04,Pipeline_1,58.24,96.49,Good
2023-11-04,Pipeline_2,59.42,84.07,Good
2023-11-04,Pipeline_3,59.5,113.13,Good
2023-11-04,Pipeline_4,57.39,92.26,Good
2023-11-04,Pipeline_5,55.38,104.93,Good
2023-11-04,Pipeline_6,50.38,103.92,Needs Inspection
2023-11-04,Pipeline_7,60.08,115.21,Good
2023-11-04,Pipeline_8,56.17,140.49,Good
2023-11-04,Pipeline_9,60.07,117.2,Good
2023-11-04,Pipeline_10,58.57,125.55,Good
2023-11-04,Pipeline_11,64.7,138.51,Good
2023-11-04,Pipeline_12,67.12,106.07,Under Repair
2023-11-04,Pipeline_13,63.81,117.41,Good
2023-11-04,Pipeline_14,58.34,126.48,Good
2023-11-04,Pipeline_15,61.7,125.14,Good
2023-11-04,Pipeline_16,61.08,91.23,Good
2023-11-04,Pipeline_17,53.53,104.67,Good
2023-11-04,Pipeline_18,65.18,140.01,Good
2023-11-04,Pipeline_19,54.45,135.27,Good
2023-11-04,Pipeline_20,56.34,139.81,Good
2023-11-05,Pipeline_1,62.36,101.31,Good
2023-11-05,Pipeline_2,58.09,103.17,Good
2023-11-05,Pipeline_3,59.61,113.43,Good
2023-11-05,Pipeline_4,59.06,99.36,Under Repair
2023-11-05,Pipeline_5,63.81,116.37,Needs Inspection
2023-11-05,Pipeline_6,53.39,111.97,Good
2023-11-05,Pipeline_7,64.24,109.84,Good
2023-11-05,Pipeline_8,49.62,130.5,Good
2023-11-05,Pipeline_9,61.7,69.09,Good
2023-11-05,Pipeline_10,63.84,136.13,Good
2023-11-05,Pipeline_11,70.3,115.9,Good
2023-11-05,Pipeline_12,59.35,127.48,Good
2023-11-05,Pipeline_13,58.86,133.79,Good
2023-11-05,Pipeline_14,60.47,131.93,Good
2023-11-05,Pipeline_15,60.57,130.46,Good
2023-11-05,Pipeline_16,62.23,126.77,Good
2023-11-05,Pipeline_17,56.06,164.0,Good
2023-11-05,Pipeline_18,57.31,95.37,Good
2023-11-05,Pipeline_19,63.06,120.35,Under Repair
2023-11-05,Pipeline_20,58.82,112.69,Good
2023-11-06,Pipeline_1,68.97,106.36,Good
2023-11-06,Pipeline_2,60.22,100.45,Good
2023-11-06,Pipeline_3,56.08,114.15,Good
2023-11-06,Pipeline_4,57.83,130.46,Good
2023-11-06,Pipeline_5,59.75,118.84,Good
2023-11-06,Pipeline_6,66.36,95.44,Needs Inspection
2023-11-06,Pipeline_7,58.2,146.0,Good
2023-11-06,Pipeline_8,62.98,109.19,Good
2023-11-06,Pipeline_9,63.3,99.95,Needs Inspection
2023-11-06,Pipeline_10,57.75,109.25,Good
2023-11-06,Pipeline_11,60.86,105.3,Needs Inspection
2023-11-06,Pipeline_12,65.04,129.26,Good
2023-11-06,Pipeline_13,63.63,119.39,Good
2023-11-06,Pipeline_14,49.97,112.69,Good
2023-11-06,Pipeline_15,57.95,125.97,Good
2023-11-06,Pipeline_16,66.64,131.2,Good
2023-11-06,Pipeline_17,53.44,117.18,Under Repair
2023-11-06,Pipeline_18,61.85,140.59,Good
2023-11-06,Pipeline_19,66.15,135.2,Good
2023-11-06,Pipeline_20,67.64,85.38,Good
2023-11-07,Pipeline_1,49.7,94.3,Good
2023-11-07,Pipeline_2,57.86,140.41,Good
2023-11-07,Pipeline_3,59.56,101.76,Good
2023-11-07,Pipeline_4,69.76,91.87,Good
2023-11-07,Pipeline_5,52.03,101.9,Good
2023-11-07,Pipeline_6,68.36,129.97,Good
2023-11-07,Pipeline_7,55.09,106.57,Good
2023-11-07,Pipeline_8,59.53,111.32,Good
2023-11-07,Pipeline_9,60.26,120.32,Good
2023-11-07,Pipeline_10,61.52,131.35,Needs Inspection
2023-11-07,Pipeline_11,59.71,120.61,Good
2023-11-07,Pipeline_12,59.39,122.79,Good
2023-11-07,Pipeline_13,60.71,112.51,Good
2023-11-07,Pipeline_14,72.31,122.01,Good
2023-11-07,Pipeline_15,49.08,141.76,Good
2023-11-07,Pipeline_16,54.95,144.99,Good
2023-11-07,Pipeline_17,59.18,122.92,Good
2023-11-07,Pipeline_18,62.27,125.78,Good
2023-11-07,Pipeline_19,58.36,117.12,Needs Inspection
2023-11-07,Pipeline_20,51.14,109.06,Good
2023-11-08,Pipeline_1,61.78,103.85,Good
2023-11-08,Pipeline_2,66.97,127.18,Good
2023-11-08,Pipeline_3,57.28,131.37,Good
2023-11-08,Pipeline_4,64.01,128.11,Good
2023-11-08,Pipeline_5,59.14,139.64,Good
2023-11-08,Pipeline_6,52.54,117.98,Good
2023-11-08,Pipeline_7,58.41,114.66,Needs Inspection
2023-11-08,Pipeline_8,58.62,114.24,Under Repair
2023-11-08,Pipeline_9,69.08,144.14,Good
2023-11-08,Pipeline_10,52.4,121.99,Good
2023-11-08,Pipeline_11,62.64,125.42,Good
2023-11-08,Pipeline_12,55.72,102.29,Good
2023-11-08,Pipeline_13,62.79,115.28,Under Repair
2023-11-08,Pipeline_14,64.35,111.22,Good
2023-11-08,Pipeline_15,55.63,102.9,Good
2023-11-08,Pipeline_16,61.86,124.37,Good
2023-11-08,Pipeline_17,55.19,133.53,Good
2023-11-08,Pipeline_18,53.24,127.69,Under Repair
2023-11-08,Pipeline_19,67.26,120.95,Good
2023-11-08,Pipeline_20,57.84,120.63,Good
2023-11-09,Pipeline_1,58.88,93.08,Good
2023-11-09,Pipeline_2,72.33,99.85,Needs Inspection
2023-11-09,Pipeline_3,58.99,111.9,Good
2023-11-09,Pipeline_4,57.02,98.78,Good
2023-11-09,Pipeline_5,64.52,123.12,Under Repair
2023-11-09,Pipeline_6,60.61,157.46,Good
2023-11-09,Pipeline_7,61.47,150.87,Good
2023-11-09,Pipeline_8,60.83,119.96,Good
2023-11-09,Pipeline_9,49.46,102.57,Good
2023-11-09,Pipeline_10,58.59,100.13,Good
2023-11-09,Pipeline_11,64.89,153.56,Good
2023-11-09,Pipeline_12,63.69,139.06,Needs Inspection
2023-11-09,Pipeline_13,56.7,126.41,Good
2023-11-09,Pipeline_14,59.39,112.65,Good
2023-11-09,Pipeline_15,58.57,124.77,Good
2023-11-09,Pipeline_16,69.21,123.92,Good
2023-11-09,Pipeline_17,63.02,115.57,Good
2023-11-09,Pipeline_18,75.75,137.19,Needs Inspection
2023-11-09,Pipeline_19,59.25,111.03,Good
2023-11-09,Pipeline_20,60.54,114.65,Good
2023-11-10,Pipeline_1,62.39,100.97,Good
2023-11-10,Pipeline_2,54.17,118.38,Good
2023-11-10,Pipeline_3,61.78,129.87,Good
2023-11-10,Pipeline_4,56.58,111.68,Good
2023-11-10,Pipeline_5,57.31,118.19,Good
2023-11-10,Pipeline_6,61.67,126.1,Good
2023-11-10,Pipeline_7,57.47,168.34,Needs Inspection
2023-11-10,Pipeline_8,60.12,116.82,Good
2023-11-10,Pipeline_9,59.09,111.67,Under Repair
2023-11-10,Pipeline_10,60.79,97.98,Good
2023-11-10,Pipeline_11,52.81,94.32,Good
2023-11-10,Pipeline_12,61.06,117.42,Good
2023-11-10,Pipeline_13,55.42,97.28,Good
2023-11-10,Pipeline_14,66.44,100.65,Good
2023-11-10,Pipeline_15,58.19,130.38,Needs Inspection
2023-11-10,Pipeline_16,67.51,116.28,Good
2023-11-10,Pipeline_17,64.9,99.2,Good
2023-11-10,Pipeline_18,47.44,90.3,Good
2023-11-10,Pipeline_19,62.38,91.85,Good
2023-11-10,Pipeline_20,60.96,128.31,Good
2023-11-11,Pipeline_1,60.85,111.38,Good
2023-11-11,Pipeline_2,57.47,123.19,Good
2023-11-11,Pipeline_3,68.56,105.13,Good
2023-11-11,Pipeline_4,58.38,112.63,Good
2023-11-11,Pipeline_5,58.52,117.38,Good
2023-11-11,Pipeline_6,63.37,145.07,Under Repair
2023-11-11,Pipeline_7,50.54,109.12,Good
2023-11-11,Pipeline_8,68.86,100.21,Needs Inspection
2023-11-11,Pipeline_9,38.52,91.38,Good
2023-11-11,Pipeline_10,60.52,144.45,Good
2023-11-11,Pipeline_11,59.78,122.54,Good
2023-11-11,Pipeline_12,53.88,103.73,Good
2023-11-11,Pipeline_13,54.03,108.06,Under Repair
2023-11-11,Pipeline_14,67.6,125.71,Good
2023-11-11,Pipeline_15,61.81,123.44,Good
2023-11-11,Pipeline_16,63.79,129.7,Needs Inspection
2023-11-11,Pipeline_17,62.95,124.8,Good
2023-11-11,Pipeline_18,59.15,93.6,Good
2023-11-11,Pipeline_19,58.24,108.94,Good
2023-11-11,Pipeline_20,63.5,133.15,Needs Inspection
2023-11-12,Pipeline_1,57.86,99.07,Good
2023-11-12,Pipeline_2,63.98,101.03,Good
2023-11-12,Pipeline_3,70.65,112.34,Good
2023-11-12,Pipeline_4,63.14,135.72,Needs Inspection
2023-11-12,Pipeline_5,59.92,101.8,Good
2023-11-12,Pipeline_6,59.31,139.21,Under Repair
2023-11-12,Pipeline_7,63.32,101.66,Good
2023-11-12,Pipeline_8,58.07,131.12,Good
2023-11-12,Pipeline_9,63.47,102.92,Good
2023-11-12,Pipeline_10,58.58,120.88,Good
2023-11-12,Pipeline_11,63.94,113.83,Good
2023-11-12,Pipeline_12,69.7,104.3,Good
2023-11-12,Pipeline_13,56.2,123.89,Good
2023-11-12,Pipeline_14,51.33,129.63,Good
2023-11-12,Pipeline_15,58.67,110.74,Under Repair
2023-11-12,Pipeline_16,45.15,96.11,Good
2023-11-12,Pipeline_17,48.95,116.43,Good
2023-11-12,Pipeline_18,66.73,130.56,Needs Inspection
2023-11-12,Pipeline_19,61.3,131.87,Under Repair
2023-11-12,Pipeline_20,50.48,96.3,Good
2023-11-13,Pipeline_1,58.29,104.92,Good
2023-11-13,Pipeline_2,66.03,120.49,Good
2023-11-13,Pipeline_3,60.42,103.74,Good
2023-11-13,Pipeline_4,63.34,112.74,Good
2023-11-13,Pipeline_5,64.23,114.16,Good
2023-11-13,Pipeline_6,60.42,156.3,Good
2023-11-13,Pipeline_7,57.25,116.09,Good
2023-11-13,Pipeline_8,59.02,118.53,Good
2023-11-13,Pipeline_9,64.51,102.48,Good
2023-11-13,Pipeline_10,65.96,169.42,Good
2023-11-13,Pipeline_11,63.73,122.93,Good
2023-11-13,Pipeline_12,59.64,115.67,Good
2023-11-13,Pipeline_13,47.25,108.2,Good
2023-11-13,Pipeline_14,62.5,116.07,Good
2023-11-13,Pipeline_15,60.16,120.13,Good
2023-11-13,Pipeline_16,65.69,121.5,Good
2023-11-13,Pipeline_17,65.23,117.55,Good
2023-11-13,Pipeline_18,51.35,104.7,Good
2023-11-13,Pipeline_19,56.39,115.86,Under Repair
2023-11-13,Pipeline_20,56.95,102.56,Good
2023-11-14,Pipeline_1,65.68,129.77,Needs Inspection
2023-11-14,Pipeline_2,61.27,90.78,Good
2023-11-14,Pipeline_3,67.1,132.77,Good
2023-11-14,Pipeline_4,59.14,145.9,Good
2023-11-14,Pipeline_5,49.21,108.73,Good
2023-11-14,Pipeline_6,65.49,98.71,Good
2023-11-14,Pipeline_7,63.83,130.52,Good
2023-11-14,Pipeline_8,55.81,144.85,Under Repair
2023-11-14,Pipeline_9,69.15,131.91,Good
2023-11-14,Pipeline_10,59.67,97.01,Good
2023-11-14,Pipeline_11,57.48,120.15,Good
2023-11-14,Pipeline_12,52.79,106.73,Good
2023-11-14,Pipeline_13,57.87,141.76,Good
2023-11-14,Pipeline_14,57.71,128.07,Good
2023-11-14,Pipeline_15,59.98,147.11,Needs Inspection
2023-11-14,Pipeline_16,69.66,136.0,Good
2023-11-14,Pipeline_17,61.1,105.18,Good
2023-11-14,Pipeline_18,55.86,109.66,Good
2023-11-14,Pipeline_19,57.31,126.06,Good
2023-11-14,Pipeline_20,57.05,110.59,Good
2023-11-15,Pipeline_1,56.04,115.91,Good
2023-11-15,Pipeline_2,68.3,99.93,Needs Inspection
2023-11-15,Pipeline_3,62.1,92.58,Good
2023-11-15,Pipeline_4,55.88,103.78,Good
2023-11-15,Pipeline_5,57.19,141.18,Good
2023-11-15,Pipeline_6,66.04,113.34,Good
2023-11-15,Pipeline_7,55.48,113.57,Good
2023-11-15,Pipeline_8,63.15,114.46,Good
2023-11-15,Pipeline_9,67.83,97.32,Good
2023-11-15,Pipeline_10,59.19,120.31,Good
2023-11-15,Pipeline_11,57.54,109.62,Good
2023-11-15,Pipeline_12,63.98,103.37,Good
2023-11-15,Pipeline_13,61.58,87.81,Good
2023-11-15,Pipeline_14,60.55,106.94,Good
2023-11-15,Pipeline_15,59.19,107.71,Under Repair
2023-11-15,Pipeline_16,55.99,129.49,Good
2023-11-15,Pipeline_17,50.01,107.74,Good
2023-11-15,Pipeline_18,63.69,102.68,Good
2023-11-15,Pipeline_19,51.68,137.92,Good
2023-11-15,Pipeline_20,69.32,113.46,Good
2023-11-16,Pipeline_1,65.91,109.68,Good
2023-11-16,Pipeline_2,61.67,126.66,Good
2023-11-16,Pipeline_3,62.62,135.15,Good
2023-11-16,Pipeline_4,52.16,118.26,Good
2023-11-16,Pipeline_5,58.24,121.49,Needs Inspection
2023-11-16,Pipeline_6,55.15,105.89,Needs Inspection
2023-11-16,Pipeline_7,63.69,137.07,Good
2023-11-16,Pipeline_8,56.76,138.84,Under Repair
2023-11-16,Pipeline_9,64.73,127.24,Good
2023-11-16,Pipeline_10,67.94,130.38,Good
2023-11-16,Pipeline_11,59.26,113.53,Good
2023-11-16,Pipeline_12,62.98,145.11,Good
2023-11-16,Pipeline_13,60.44,138.02,Good
2023-11-16,Pipeline_14,54.97,125.84,Good
2023-11-16,Pipeline_15,55.92,124.29,Good
2023-11-16,Pipeline_16,53.38,122.45,Good
2023-11-16,Pipeline_17,57.27,131.15,Good
2023-11-16,Pipeline_18,65.12,115.55,Good
2023-11-16,Pipeline_19,58.92,126.91,Good
2023-11-16,Pipeline_20,67.19,121.23,Good
2023-11-17,Pipeline_1,53.73,116.5,Good
2023-11-17,Pipeline_2,57.9,142.79,Good
2023-11-17,Pipeline_3,63.33,131.0,Good
2023-11-17,Pipeline_4,65.59,115.92,Good
2023-11-17,Pipeline_5,53.65,135.87,Good
2023-11-17,Pipeline_6,58.31,102.75,Good
2023-11-17,Pipeline_7,60.55,134.21,Good
2023-11-17,Pipeline_8,61.62,149.0,Good
2023-11-17,Pipeline_9,56.89,137.76,Good
2023-11-17,Pipeline_10,64.98,132.16,Good
2023-11-17,Pipeline_11,61.71,119.69,Good
2023-11-17,Pipeline_12,58.98,137.57,Needs Inspection
2023-11-17,Pipeline_13,64.55,132.86,Good
2023-11-17,Pipeline_14,52.26,136.56,Good
2023-11-17,Pipeline_15,55.21,122.52,Good
2023-11-17,Pipeline_16,67.48,116.04,Good
2023-11-17,Pipeline_17,69.02,117.68,Good
2023-11-17,Pipeline_18,55.49,127.65,Good
2023-11-17,Pipeline_19,63.48,133.24,Good
2023-11-17,Pipeline_20,65.59,91.8,Needs Inspection
